,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,CV,PC,V,DE,GS,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
55,0,123497,15,265,4,6,0.0,0.0,0.0,1.0,False,jota,Jota,Jota,João Victor Broad Moreira Guimarães,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
56,0,141040,15,266,3,6,0.0,0.0,0.0,1.0,False,davi-schuindt,Davi Schuindt,D. Schuindt,Davi Duarte Schuindt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
57,0,142261,15,284,5,6,0.0,0.0,0.0,1.0,False,jeferson,Jeferson,Jeferson,Jeferson Borges dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
58,2,124661,15,282,3,6,0.0,0.75,0.0,2.06,False,ivan-roman,Iván Román,I. Román,Ivan Ramiro Román Hurtado,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
59,0,122989,15,282,4,6,0.0,0.0,0.0,1.0,False,david-kaua,David Kauã,D. Kauã,David Kauã Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
60,0,141551,15,282,4,6,0.0,0.0,0.0,1.0,False,indio,Índio,Índio,Hendel dos Santos Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
61,0,141138,15,282,4,6,0.0,0.0,0.0,1.0,False,ze-phelipe,Zé Phelipe,Z. Phelipe,José Phelipe dos Santos Dutra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
62,1,129663,15,265,5,6,0.0,1.2,0.0,1.35,False,ruan-pablo,Ruan Pablo,R. Pablo,Ruan Pablo Barbosa Sousa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
63,1,141419,15,265,3,5,0.0,1.7,0.0,1.5,False,fredi-lippert,Fredi Lippert,F. Lippert,Frederico Lippert Neto Gomes,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
64,1,131515,15,277,4,6,0.0,0.5,0.0,1.09,False,hyan,Hyan,Hyan,Hyan Carvalho Machado Silva,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
65,12,94968,15,280,2,5,0.0,8.26,0.0,11.57,False,juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,0,1,29,17,4,7,27,1,1,6,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
66,2,141995,15,264,4,6,0.0,1.1,0.0,1.47,False,dieguinho,Dieguinho,Dieguinho,Diego da Cruz Lopes,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
67,0,143463,15,266,5,6,0.0,0.0,0.0,1.0,False,wesley-nata,Wesley Natã,W. Natã,Wesley Natã de Freitas Prado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
68,0,141039,15,266,2,6,0.0,0.0,0.0,1.0,False,kaio-borges,Kaio Borges,K. Borges,Kaio Borges Correa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
69,0,141776,15,277,4,6,0.0,0.0,0.0,1.0,False,gustavo-henrique,Gustavo Henrique,G. Henrique,Gustavo Henrique Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
70,0,141643,15,280,1,6,0.0,0.0,0.0,1.0,False,fernando-costa,Fernando Costa,F. Costa,Fernando Henrique Pires Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
71,0,143452,15,264,2,6,0.0,0.0,0.0,1.0,False,gabriel-caipira,Gabriel Caipira,G. Caipira,Gabriel Henrique Soares da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
72,1,138021,15,280,3,6,0.0,3.9,0.0,2.4,False,palacios,Palacios,Palacios,Sergio Stevan Palacios Zapata,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
73,8,78479,15,277,6,7,3.18,5.08,-0.72,9.93,True,cleber-xavier,Cleber Xavier,C. Xavier,Cleber Marcio Serpa Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
74,0,141433,15,266,3,6,0.0,0.0,0.0,1.0,False,gustavo-cintra,Gustavo Cintra,G. Cintra,Gustavo Cintra Rocha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
75,0,124250,15,282,5,6,0.0,0.0,0.0,1.0,False,pedro-ataide,Pedro Ataíde,P. Ataíde,Pedro Ataide de Souza Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
76,5,130811,15,277,2,7,3.0,7.2,-0.88,8.48,True,souza,Souza,Souza,João Victor de Souza Menezes,1,0,13,5,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
77,9,40990,15,264,6,7,2.31,5.17,-1.03,10.09,True,dorival-junior,Dorival Júnior,D. Júnior,Dorival Silvestre Júnior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
78,3,133673,15,277,4,6,0.0,0.5,0.0,1.0,False,mateus-xavier,Mateus Xavier,M. Xavier,Mateus Xavier de Sousa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
79,0,123007,15,265,4,6,0.0,0.0,0.0,1.0,False,vitinho,Vitinho,Vitinho,Pedro Victor da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
80,5,78450,15,286,6,7,2.6,4.34,-0.93,7.12,True,claudio-tencati,Cláudio Tencati,C. Tencati,Cláudio Tencati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
81,0,144015,15,263,2,6,0.0,0.0,0.0,1.0,False,kaique-pereira,Kaique Pereira,K. Pereira,Kaique da Silva Júlio Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
82,1,140485,15,266,4,6,0.0,3.5,0.0,2.26,False,isaque,Isaque,Isaque,Isaque Severino Silva,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
83,0,130507,15,286,5,6,0.0,0.0,0.0,1.0,False,marlon,Marlon,Marlon,Marlon Santos Teodoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
84,3,130889,15,284,4,6,2.0,1.27,0.21,2.34,True,riquelme,Riquelme,Riquelme,Riquelme Freitas dos Santos,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
85,1,121824,15,264,5,6,0.0,0.8,0.0,1.21,False,kayke,Kayke,Kayke,Kayke Ferrari Guimarães,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
86,3,142890,15,263,4,6,2.4,4.4,-0.72,9.11,True,montoro,Montoro,Montoro,Álvaro Montoro,0,2,6,4,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
87,0,127932,15,266,2,6,0.0,0.0,0.0,1.0,False,julio-fidelis,Julio Fidélis,J. Fidélis,Julio Cesar Lima Fidelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
88,0,144255,15,277,3,6,0.0,0.0,0.0,1.0,False,joao-alencar,João Alencar,J. Alencar,João Alencar Santos Paes da Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
89,3,91158,15,263,3,6,11.5,9.47,1.57,11.69,True,kaio,Kaio,Kaio,Kaio Fernando da Silva Pantaleão,0,0,4,3,2,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
90,3,92171,15,263,5,6,1.6,6.53,-1.59,13.76,True,arthur-cabral,Arthur Cabral,A. Cabral,Arthur Mendonça Cabral,0,0,0,1,3,3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
91,2,82639,15,286,2,7,2.7,4.45,0.01,6.03,True,marcelo-hermes,Marcelo Hermes,M. Hermes,Marcelo Gazella Hermes,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
92,0,131455,15,284,5,6,0.0,0.0,0.0,1.0,False,jardiel,Jardiel,Jardiel,Jardiel Maciel Libertino da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
93,0,129930,15,263,1,6,0.0,0.0,0.0,2.0,False,cristhian-loor,Cristhian Loor,C. Loor,Cristhian Joel Loor Santamaría - Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
94,0,127242,15,264,4,6,0.0,0.0,0.0,1.0,False,bahia,Bahia,Bahia,Luiz Gustavo Lemos Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
95,3,96353,15,263,5,6,3.2,1.73,-0.63,11.34,True,joaquin-correa,Joaquín Correa,J. Correa,Carlos Joaquín Correa,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
96,0,141595,15,284,5,6,0.0,0.0,0.0,2.0,False,gabriel-mec,Gabriel Mec,G. Mec,Gabriel Ferreira de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
97,2,121866,15,286,4,6,1.2,0.7,0.14,2.03,True,hudson,Hudson,Hudson,Hudson Alexandre Batista da Silva,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
98,11,101727,15,264,2,7,0.0,5.54,0.0,10.69,False,matheuzinho,Matheuzinho,Matheuzinho,Matheus França Silva,0,6,29,9,1,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
99,0,110750,15,280,3,6,0.0,0.0,0.0,4.0,False,gustavo-marques,Gustavo Marques,G. Marques,Gustavo Marques Alves dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
100,1,78478,15,277,4,6,0.0,-0.3,0.0,7.19,False,willian-arao,Willian Arão,W. Arão,Willian Souza Arão da Silva,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
101,0,103576,15,286,5,6,0.0,0.0,0.0,3.0,False,rafael-bilu,Rafael Bilu,R. Bilu,Rafael Bilu Mudesto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
102,3,145269,15,263,6,6,9.92,8.26,0.89,13.36,True,davide-ancelotti,Davide Ancelotti,D. Ancelotti,Davide Ancelotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
103,2,142867,15,277,5,6,2.0,1.25,0.34,2.36,True,robinho-jr,Robinho Jr.,R. Jr.,Robson de Souza Júnior,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
104,0,94931,15,286,4,6,0.0,0.0,0.0,5.0,False,lucas-fernandes,Lucas Fernandes,L. Fernandes,Lucas Fernandes da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
105,0,144417,15,277,5,6,0.0,0.0,0.0,1.0,False,padula,Padula,Padula,Pedro Padula Tobias de Aguiar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
106,0,91254,15,284,4,6,0.0,0.0,0.0,6.0,False,carballo,Carballo,Carballo,Felipe Ignacio Carballo Ares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
107,1,124247,15,282,5,6,0.0,0.5,0.0,1.1,False,isaac,Isaac,Isaac,Isaac Aguiar Tomich,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
108,0,142484,15,263,4,6,0.0,0.0,0.0,5.0,False,barrera,Barrera,Barrera,Jordan Andrés Barrera Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
109,1,110759,15,266,5,2,-0.1,-0.1,-0.85,8.15,True,john-kennedy,John Kennedy,J. Kennedy,John Kennedy Batista de Souza,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
110,0,145379,15,264,5,6,0.0,0.0,0.0,1.0,False,kaue-furquim,Kauê Furquim,K. Furquim,Kauê Junior Furquim da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
111,0,107231,15,263,4,6,0.0,0.0,0.0,12.0,False,danilo,Danilo,Danilo,Danilo dos Santos de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
112,0,141400,15,263,4,6,0.0,0.0,0.0,2.0,False,huguinho,Huguinho,Huguinho,Victor Hugo Custódio de Melo Moura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
113,14,104994,15,284,3,6,4.5,3.15,0.63,6.76,True,wagner-leonardo,Wagner Leonardo,W. Leonardo,Wagner Leonardo Calvelo de Souza,1,2,16,12,4,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
114,0,116067,15,284,1,6,0.0,0.0,0.0,1.0,False,thiago-beltrame,Thiago Beltrame,T. Beltrame,Thiago Beltrame Stallbaum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
115,10,81121,15,354,4,7,0.0,4.19,0.0,6.45,False,lucas-mugni,Lucas Mugni,L. Mugni,Lucas Andrés Mugni,2,3,15,16,1,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
116,0,145400,15,280,2,6,0.0,0.0,0.0,1.0,False,caue,Cauê,Cauê,Cauê Nascimento Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
117,0,110062,15,280,4,6,0.0,0.0,0.0,1.0,False,joao-neto,João Neto,J. Neto,João Roberto Rota Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
118,12,123795,15,265,5,6,3.1,1.31,0.28,5.78,True,lucho-rodriguez,Lucho Rodríguez,L. Rodríguez,Luciano Rodríguez Rosales,0,1,3,10,4,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
119,1,140906,15,280,5,6,0.5,0.5,0.1,1.1,True,davi-gomes,Davi Gomes,D. Gomes,Davi Gomes de Alvarenga,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
120,8,70216,15,286,1,7,-0.1,3.22,-1.4,4.45,True,gustavo,Gustavo,Gustavo,Luiz Gustavo de Almeida Pinto,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,24,18,1,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
121,11,94207,15,277,5,7,0.2,6.88,-1.28,9.17,True,guilherme,Guilherme,Guilherme,Guilherme Augusto Vieira dos Santos,1,0,21,6,5,11,21,2,3,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
122,12,37457,15,354,6,7,3.68,5.63,0.19,8.15,True,leo-conde,Léo Condé,L. Condé,Leonardo Rodrigues Condé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
123,13,51772,15,265,4,6,4.2,3.54,0.03,7.77,True,everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,0,2,19,12,4,2,17,1,0,0,1,0,1,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
124,9,98672,15,263,4,6,0.0,4.96,0.0,10.45,False,savarino,Savarino,Savarino,Jefferson David Savarino Quintero,1,1,4,4,7,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
125,14,42411,15,282,6,6,3.53,5.91,-0.08,10.04,True,cuca,Cuca,Cuca,Alexi Stival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
126,9,97899,15,354,2,3,1.0,6.77,-0.44,8.83,True,matheus-bahia,Matheus Bahia,M. Bahia,Matheus Bahia Santos,1,2,17,7,2,2,11,0,0,5,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
127,14,87999,15,282,4,6,0.0,3.17,-0.07,9.71,True,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,1,2,8,12,5,12,19,1,2,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
128,10,101574,15,264,1,7,-0.7,3.72,-1.38,7.89,True,hugo-souza,Hugo Souza,H. Souza,Hugo de Souza Nogueira,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,24,13,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
129,14,97341,15,265,6,6,3.89,5.36,-0.23,8.85,True,rogerio-ceni,Rogério Ceni,R. Ceni,Rogério Mücke Ceni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
130,10,100652,15,264,5,6,0.0,6.11,0.0,12.03,False,yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,1,2,1,11,4,13,10,5,2,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
131,11,106082,15,286,2,6,0.0,3.64,0.0,6.24,False,ewerthon,Ewerthon,Ewerthon,Ewerthon Diógenes da Silva,0,2,20,7,2,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
132,13,37656,15,266,1,7,1.6,3.11,-0.22,8.48,True,fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,32,15,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
133,9,37715,15,266,3,2,-0.3,2.38,-1.16,8.05,True,thiago-silva,Thiago Silva,T. Silva,Thiago Emiliano da Silva,0,0,2,3,2,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
134,14,72018,15,284,1,6,6.8,3.88,0.86,7.53,True,tiago-volpi,Tiago Volpi,T. Volpi,Tiago Luis Volpi,0,2,0,0,0,0,5,0,0,3,0,0,0,1,0,46,20,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
135,7,38913,15,286,4,6,0.0,1.57,0.0,3.69,False,nene,Nenê,Nenê,Anderson Luis de Carvalho - Luiz,0,0,2,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
136,12,97145,15,284,4,6,0.2,4.58,-0.84,9.79,True,villasanti,Villasanti,Villasanti,Mathías Adalberto Villasanti Rolón,0,5,40,23,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
137,10,61188,15,286,5,7,1.3,2.48,-1.8,4.47,True,gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,1,2,0,12,2,4,8,2,2,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
138,8,107516,15,286,5,6,0.0,3.02,0.0,4.62,False,enio,Ênio,Ênio,Sebastião Ênio Santos de Almeida,0,2,4,4,3,3,15,1,2,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
